rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord
20210610000278,11011,2021,00106614,092440,CFS,연결재무제표,IS,손익계산서,영업이익,제 33 기,2020.04.01 ~ 2021.03.31,"11,356,562,672",제 32 기,2019.04.01 ~ 2020.03.31,"9,258,706,682",제 31 기,2018.04.01 ~ 2019.03.31,"10,287,284,087",25
20210610000278,11011,2021,00106614,092440,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 33 기,2020.04.01 ~ 2021.03.31,"12,264,573,119",제 32 기,2019.04.01 ~ 2020.03.31,"10,813,696,422",제 31 기,2018.04.01 ~ 2019.03.31,"15,034,774,755",27
20210610000278,11011,2021,00106614,092440,CFS,연결재무제표,IS,손익계산서,당기순이익,제 33 기,2020.04.01 ~ 2021.03.31,"9,775,236,517",제 32 기,2019.04.01 ~ 2020.03.31,"8,687,792,835",제 31 기,2018.04.01 ~ 2019.03.31,"15,063,122,956",29
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,유동자산,제 33 기,2021.03.31 현재,"124,968,169,597",제 32 기,2020.03.31 현재,"118,659,770,748",제 31 기,2019.03.31 현재,"112,372,161,641",2
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,비유동자산,제 33 기,2021.03.31 현재,"141,989,460,699",제 32 기,2020.03.31 현재,"139,423,626,921",제 31 기,2019.03.31 현재,"141,691,652,000",4
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,자산총계,제 33 기,2021.03.31 현재,"266,957,630,296",제 32 기,2020.03.31 현재,"258,083,397,669",제 31 기,2019.03.31 현재,"254,063,813,641",6
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,유동부채,제 33 기,2021.03.31 현재,"11,854,518,241",제 32 기,2020.03.31 현재,"10,817,363,593",제 31 기,2019.03.31 현재,"8,050,032,517",8
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,비유동부채,제 33 기,2021.03.31 현재,"7,054,691,756",제 32 기,2020.03.31 현재,"6,848,627,444",제 31 기,2019.03.31 현재,"7,316,254,650",10
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,부채총계,제 33 기,2021.03.31 현재,"18,909,209,997",제 32 기,2020.03.31 현재,"17,665,991,037",제 31 기,2019.03.31 현재,"15,366,287,167",12
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,자본금,제 33 기,2021.03.31 현재,"14,600,000,000",제 32 기,2020.03.31 현재,"14,600,000,000",제 31 기,2019.03.31 현재,"14,600,000,000",15
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,이익잉여금,제 33 기,2021.03.31 현재,"208,948,069,827",제 32 기,2020.03.31 현재,"204,615,635,381",제 31 기,2019.03.31 현재,"200,247,717,015",19
20210610000278,11011,2021,00106614,092440,OFS,재무제표,BS,재무상태표,자본총계,제 33 기,2021.03.31 현재,"248,048,420,299",제 32 기,2020.03.31 현재,"240,417,406,632",제 31 기,2019.03.31 현재,"238,697,526,474",22
20210610000278,11011,2021,00106614,092440,OFS,재무제표,IS,손익계산서,매출액,제 33 기,2020.04.01 ~ 2021.03.31,"111,831,417,359",제 32 기,2019.04.01 ~ 2020.03.31,"108,347,002,021",제 31 기,2018.04.01 ~ 2019.03.31,"104,955,155,470",24
20210610000278,11011,2021,00106614,092440,OFS,재무제표,IS,손익계산서,영업이익,제 33 기,2020.04.01 ~ 2021.03.31,"11,810,674,033",제 32 기,2019.04.01 ~ 2020.03.31,"8,676,983,024",제 31 기,2018.04.01 ~ 2019.03.31,"11,065,225,592",26
20210610000278,11011,2021,00106614,092440,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 33 기,2020.04.01 ~ 2021.03.31,"12,133,276,297",제 32 기,2019.04.01 ~ 2020.03.31,"9,637,803,300",제 31 기,2018.04.01 ~ 2019.03.31,"14,284,914,230",28
20210610000278,11011,2021,00106614,092440,OFS,재무제표,IS,손익계산서,당기순이익,제 33 기,2020.04.01 ~ 2021.03.31,"9,707,444,351",제 32 기,2019.04.01 ~ 2020.03.31,"7,518,448,270",제 31 기,2018.04.01 ~ 2019.03.31,"14,313,262,431",30
