rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,ord,thstrm_add_amount,frmtrm_add_amount
20210330001449,11012,2021,01338724,950180,OFS,재무제표,BS,재무상태표,부채총계,제 20 기반기말,2021.01.31 현재,"1,256,009,809",제 19 기말,2020.07.31 현재,"976,856,175",12,,
20210330001449,11012,2021,01338724,950180,OFS,재무제표,BS,재무상태표,이익잉여금,제 20 기반기말,2021.01.31 현재,"2,897,076,971",제 19 기말,2020.07.31 현재,"9,036,792,032",19,,
20210330001449,11012,2021,01338724,950180,OFS,재무제표,BS,재무상태표,자본총계,제 20 기반기말,2021.01.31 현재,"22,334,031,442",제 19 기말,2020.07.31 현재,"28,294,859,558",22,,
20210330001449,11012,2021,01338724,950180,OFS,재무제표,IS,손익계산서,매출액,제 20 기반기,2020.08.01 ~ 2021.01.31,"1,016,290,368",제 19 기반기,2019.08.01 ~ 2020.01.31,"1,415,546,591",24,"1,827,004,677","2,615,145,223"
20210330001449,11012,2021,01338724,950180,OFS,재무제표,IS,손익계산서,영업이익,제 20 기반기,2020.08.01 ~ 2021.01.31,"89,172,320",제 19 기반기,2019.08.01 ~ 2020.01.31,"446,506,872",26,"91,773,580","856,632,874"
20210330001449,11012,2021,01338724,950180,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 20 기반기,2020.08.01 ~ 2021.01.31,"178,287,234",제 19 기반기,2019.08.01 ~ 2020.01.31,"498,301,640",28,"-134,200,351","964,666,877"
20210330001449,11012,2021,01338724,950180,OFS,재무제표,IS,손익계산서,당기순이익,제 20 기반기,2020.08.01 ~ 2021.01.31,"60,959,191",제 19 기반기,2019.08.01 ~ 2020.01.31,"403,870,461",30,"-188,125,341","798,605,612"
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,유동자산,제 5 기반기말,2021.03.31 현재,"92,037,969,622",제 4 기말,2020.12.31 현재,"42,642,550,468",2,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,비유동자산,제 5 기반기말,2021.03.31 현재,"2,342,530,466,185",제 4 기말,2020.12.31 현재,"1,531,220,967,908",4,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,자산총계,제 5 기반기말,2021.03.31 현재,"2,434,568,435,807",제 4 기말,2020.12.31 현재,"1,573,863,518,376",6,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,유동부채,제 5 기반기말,2021.03.31 현재,"70,678,935,503",제 4 기말,2020.12.31 현재,"8,500,509,660",8,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,비유동부채,제 5 기반기말,2021.03.31 현재,"1,204,286,851,978",제 4 기말,2020.12.31 현재,"716,298,343,476",10,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,부채총계,제 5 기반기말,2021.03.31 현재,"1,274,965,787,481",제 4 기말,2020.12.31 현재,"724,798,853,136",12,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,자본금,제 5 기반기말,2021.03.31 현재,"121,484,442,000",제 4 기말,2020.12.31 현재,"85,984,442,000",15,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,이익잉여금,제 5 기반기말,2021.03.31 현재,"-22,814,321,486",제 4 기말,2020.12.31 현재,"-2,928,916,563",19,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,BS,재무상태표,자본총계,제 5 기반기말,2021.03.31 현재,"1,159,602,648,326",제 4 기말,2020.12.31 현재,"849,064,665,240",22,,
20210504000464,11012,2021,01363818,330590,OFS,재무제표,IS,손익계산서,매출액,제 5 기반기,2021.01.01 ~ 2021.03.31,"20,705,552,162",제 4 기반기,2020.07.01 ~ 2020.09.30,"19,046,590,551",24,"20,705,552,162","19,046,590,551"
20210504000464,11012,2021,01363818,330590,OFS,재무제표,IS,손익계산서,영업이익,제 5 기반기,2021.01.01 ~ 2021.03.31,"12,706,182,550",제 4 기반기,2020.07.01 ~ 2020.09.30,"11,964,765,199",26,"12,706,182,550","11,964,765,199"
20210504000464,11012,2021,01363818,330590,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 5 기반기,2021.01.01 ~ 2021.03.31,"7,952,608,492",제 4 기반기,2020.07.01 ~ 2020.09.30,"7,715,108,766",28,"7,952,608,492","7,715,108,766"
20210504000464,11012,2021,01363818,330590,OFS,재무제표,IS,손익계산서,당기순이익,제 5 기반기,2021.01.01 ~ 2021.03.31,"7,952,608,492",제 4 기반기,2020.07.01 ~ 2020.09.30,"7,715,108,766",30,"7,952,608,492","7,715,108,766"
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,유동자산,제 4 기반기말,2021.03.31 현재,"142,090,823,002",제 3 기말,2020.12.31 현재,"105,800,643,992",1,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,비유동자산,제 4 기반기말,2021.03.31 현재,"1,694,066,818,804",제 3 기말,2020.12.31 현재,"1,709,109,776,882",3,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,자산총계,제 4 기반기말,2021.03.31 현재,"1,836,157,641,806",제 3 기말,2020.12.31 현재,"1,814,910,420,874",5,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,유동부채,제 4 기반기말,2021.03.31 현재,"71,064,177,498",제 3 기말,2020.12.31 현재,"24,214,713,744",7,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,비유동부채,제 4 기반기말,2021.03.31 현재,"955,017,225,076",제 3 기말,2020.12.31 현재,"967,772,415,839",9,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,부채총계,제 4 기반기말,2021.03.31 현재,"1,026,081,402,574",제 3 기말,2020.12.31 현재,"991,987,129,583",11,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,자본금,제 4 기반기말,2021.03.31 현재,"165,600,000,000",제 3 기말,2020.12.31 현재,"165,600,000,000",13,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 4 기반기말,2021.03.31 현재,"-2,358,183,509",제 3 기말,2020.12.31 현재,"15,046,000,922",17,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,BS,재무상태표,자본총계,제 4 기반기말,2021.03.31 현재,"810,076,239,232",제 3 기말,2020.12.31 현재,"822,923,291,291",21,,
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,IS,손익계산서,매출액,제 4 기반기,2021.01.01 ~ 2021.03.31,"28,925,476,039",제 3 기반기,2020.07.01 ~ 2020.09.30,"21,974,140,365",23,"28,925,476,039","21,974,140,365"
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,IS,손익계산서,영업이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"11,446,733,039",제 3 기반기,2020.07.01 ~ 2020.09.30,"10,360,398,646",25,"11,446,733,039","10,360,398,646"
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"8,183,626,465",제 3 기반기,2020.07.01 ~ 2020.09.30,"7,643,605,334",27,"8,183,626,465","7,643,605,334"
20210531002456,11012,2021,01415892,348950,CFS,연결재무제표,IS,손익계산서,당기순이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"7,932,615,569",제 3 기반기,2020.07.01 ~ 2020.09.30,"7,483,153,831",29,"7,932,615,569","7,483,153,831"
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,유동자산,제 4 기반기말,2021.03.31 현재,"29,880,014,213",제 3 기말,2020.12.31 현재,"31,492,604,755",2,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,비유동자산,제 4 기반기말,2021.03.31 현재,"810,457,000,000",제 3 기말,2020.12.31 현재,"810,157,000,000",4,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,자산총계,제 4 기반기말,2021.03.31 현재,"840,337,014,213",제 3 기말,2020.12.31 현재,"841,649,604,755",6,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,유동부채,제 4 기반기말,2021.03.31 현재,"26,017,579,510",제 3 기말,2020.12.31 현재,"1,139,157,377",8,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,부채총계,제 4 기반기말,2021.03.31 현재,"26,017,579,510",제 3 기말,2020.12.31 현재,"1,139,157,377",12,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,자본금,제 4 기반기말,2021.03.31 현재,"165,600,000,000",제 3 기말,2020.12.31 현재,"165,600,000,000",15,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,이익잉여금,제 4 기반기말,2021.03.31 현재,"-541,880,414",제 3 기말,2020.12.31 현재,"25,649,132,261",19,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,BS,재무상태표,자본총계,제 4 기반기말,2021.03.31 현재,"814,319,434,703",제 3 기말,2020.12.31 현재,"840,510,447,378",22,,
20210531002456,11012,2021,01415892,348950,OFS,재무제표,IS,손익계산서,매출액,제 4 기반기,2021.01.01 ~ 2021.03.31,0,제 3 기반기,2020.07.01 ~ 2020.09.30,0,24,0,0
20210531002456,11012,2021,01415892,348950,OFS,재무제표,IS,손익계산서,영업이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"-813,075,782",제 3 기반기,2020.07.01 ~ 2020.09.30,"-2,252,378,325",26,"-813,075,782","-2,252,378,325"
20210531002456,11012,2021,01415892,348950,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"-812,342,875",제 3 기반기,2020.07.01 ~ 2020.09.30,"-2,170,629,444",28,"-812,342,875","-2,170,629,444"
20210531002456,11012,2021,01415892,348950,OFS,재무제표,IS,손익계산서,당기순이익,제 4 기반기,2021.01.01 ~ 2021.03.31,"-854,212,675",제 3 기반기,2020.07.01 ~ 2020.09.30,"-2,170,629,444",30,"-854,212,675","-2,170,629,444"
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,유동자산,제 31 기반기말,2021.03.31 현재,"18,055,981,185",제 30 기말,2020.12.31 현재,"23,544,764,551",1,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,비유동자산,제 31 기반기말,2021.03.31 현재,"687,345,941,505",제 30 기말,2020.12.31 현재,"689,485,564,827",3,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,자산총계,제 31 기반기말,2021.03.31 현재,"705,401,922,690",제 30 기말,2020.12.31 현재,"713,030,329,378",5,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,유동부채,제 31 기반기말,2021.03.31 현재,"437,896,489,029",제 30 기말,2020.12.31 현재,"437,886,012,940",7,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,비유동부채,제 31 기반기말,2021.03.31 현재,"19,319,910,499",제 30 기말,2020.12.31 현재,"19,338,598,655",9,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,부채총계,제 31 기반기말,2021.03.31 현재,"457,216,399,528",제 30 기말,2020.12.31 현재,"457,224,611,595",11,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,자본금,제 31 기반기말,2021.03.31 현재,"31,670,795,000",제 30 기말,2020.12.31 현재,"31,670,795,000",13,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 31 기반기말,2021.03.31 현재,"171,955,438,194",제 30 기말,2020.12.31 현재,"179,560,130,416",17,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,BS,재무상태표,자본총계,제 31 기반기말,2021.03.31 현재,"248,185,523,162",제 30 기말,2020.12.31 현재,"255,805,717,783",21,,
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,IS,손익계산서,매출액,제 31 기반기,2021.01.01 ~ 2021.03.31,"10,611,498,483",제 30 기반기,2020.07.01 ~ 2020.09.30,"10,577,076,061",23,"10,611,498,483","10,577,076,061"
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,IS,손익계산서,영업이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"8,100,707,372",제 30 기반기,2020.07.01 ~ 2020.09.30,"8,115,361,708",25,"8,100,707,372","8,115,361,708"
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"3,464,583,629",제 30 기반기,2020.07.01 ~ 2020.09.30,"3,405,140,063",27,"3,464,583,629","3,405,140,063"
20210517000722,11012,2021,00544452,088260,CFS,연결재무제표,IS,손익계산서,당기순이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"3,464,583,629",제 30 기반기,2020.07.01 ~ 2020.09.30,"3,405,140,063",29,"3,464,583,629","3,405,140,063"
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,유동자산,제 31 기반기말,2021.03.31 현재,"15,257,082,878",제 30 기말,2020.12.31 현재,"22,688,071,784",2,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,비유동자산,제 31 기반기말,2021.03.31 현재,"563,524,704,425",제 30 기말,2020.12.31 현재,"565,046,860,091",4,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,자산총계,제 31 기반기말,2021.03.31 현재,"578,781,787,303",제 30 기말,2020.12.31 현재,"587,734,931,875",6,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,유동부채,제 31 기반기말,2021.03.31 현재,"287,288,538,331",제 30 기말,2020.12.31 현재,"287,501,767,273",8,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,비유동부채,제 31 기반기말,2021.03.31 현재,"8,743,660,412",제 30 기말,2020.12.31 현재,"8,749,660,050",10,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,부채총계,제 31 기반기말,2021.03.31 현재,"296,032,198,743",제 30 기말,2020.12.31 현재,"296,251,427,323",12,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,자본금,제 31 기반기말,2021.03.31 현재,"31,670,795,000",제 30 기말,2020.12.31 현재,"31,670,795,000",15,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,이익잉여금,제 31 기반기말,2021.03.31 현재,"176,264,988,799",제 30 기말,2020.12.31 현재,"184,983,402,392",19,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,BS,재무상태표,자본총계,제 31 기반기말,2021.03.31 현재,"282,749,588,560",제 30 기말,2020.12.31 현재,"291,483,504,552",22,,
20210517000722,11012,2021,00544452,088260,OFS,재무제표,IS,손익계산서,매출액,제 31 기반기,2021.01.01 ~ 2021.03.31,"7,142,913,436",제 30 기반기,2020.07.01 ~ 2020.09.30,"7,124,109,697",24,"7,142,913,436","7,124,109,697"
20210517000722,11012,2021,00544452,088260,OFS,재무제표,IS,손익계산서,영업이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"5,328,296,208",제 30 기반기,2020.07.01 ~ 2020.09.30,"5,356,309,153",26,"5,328,296,208","5,356,309,153"
20210517000722,11012,2021,00544452,088260,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"2,350,862,258",제 30 기반기,2020.07.01 ~ 2020.09.30,"2,335,101,745",28,"2,350,862,258","2,335,101,745"
20210517000722,11012,2021,00544452,088260,OFS,재무제표,IS,손익계산서,당기순이익,제 31 기반기,2021.01.01 ~ 2021.03.31,"2,350,862,258",제 30 기반기,2020.07.01 ~ 2020.09.30,"2,335,101,745",30,"2,350,862,258","2,335,101,745"
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,유동자산,제 3 기반기말,2021.02.28 현재,"20,304,594,812",제 2 기말,2020.11.30 현재,"358,279,773,677",1,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,비유동자산,제 3 기반기말,2021.02.28 현재,"1,159,222,753,070",제 2 기말,2020.11.30 현재,"4,058,026",3,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,자산총계,제 3 기반기말,2021.02.28 현재,"1,179,527,347,882",제 2 기말,2020.11.30 현재,"358,283,831,703",5,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,유동부채,제 3 기반기말,2021.02.28 현재,"10,042,698,577",제 2 기말,2020.11.30 현재,"119,036,074,057",7,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,비유동부채,제 3 기반기말,2021.02.28 현재,"465,712,465,384",제 2 기말,2020.11.30 현재,-,9,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,부채총계,제 3 기반기말,2021.02.28 현재,"475,755,163,961",제 2 기말,2020.11.30 현재,"119,036,074,057",11,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,자본금,제 3 기반기말,2021.02.28 현재,"143,259,000,000",제 2 기말,2020.11.30 현재,"48,200,000,000",13,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 3 기반기말,2021.02.28 현재,"18,662,841,251",제 2 기말,2020.11.30 현재,"-1,494,204,114",17,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,BS,재무상태표,자본총계,제 3 기반기말,2021.02.28 현재,"703,772,183,921",제 2 기말,2020.11.30 현재,"239,247,757,646",21,,
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,IS,손익계산서,영업이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"755,837,972",제 2 기반기,2020.06.01 ~ 2020.08.31,"-195,317,350",25,"755,837,972","-195,317,350"
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"-1,500,954,635",제 2 기반기,2020.06.01 ~ 2020.08.31,"-191,838,623",27,"-1,500,954,635","-191,838,623"
20210414001137,11012,2021,01437186,365550,CFS,연결재무제표,IS,손익계산서,당기순이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"-1,500,954,635",제 2 기반기,2020.06.01 ~ 2020.08.31,"-191,838,623",29,"-1,500,954,635","-191,838,623"
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,유동자산,제 3 기반기말,2021.02.28 현재,"8,416,232,440",제 2 기말,2020.11.30 현재,"357,800,446,806",2,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,비유동자산,제 3 기반기말,2021.02.28 현재,"692,304,555,520",제 2 기말,2020.11.30 현재,"500,000,000",4,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,자산총계,제 3 기반기말,2021.02.28 현재,"700,720,787,960",제 2 기말,2020.11.30 현재,"358,300,446,806",6,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,유동부채,제 3 기반기말,2021.02.28 현재,"42,780,227",제 2 기말,2020.11.30 현재,"119,005,111,011",8,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,비유동부채,제 3 기반기말,2021.02.28 현재,-,제 2 기말,2020.11.30 현재,-,10,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,부채총계,제 3 기반기말,2021.02.28 현재,"42,780,227",제 2 기말,2020.11.30 현재,"119,005,111,011",12,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,자본금,제 3 기반기말,2021.02.28 현재,"143,259,000,000",제 2 기말,2020.11.30 현재,"48,200,000,000",15,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,이익잉여금,제 3 기반기말,2021.02.28 현재,"15,568,665,063",제 2 기말,2020.11.30 현재,"-1,446,625,965",19,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,BS,재무상태표,자본총계,제 3 기반기말,2021.02.28 현재,"700,678,007,733",제 2 기말,2020.11.30 현재,"239,295,335,795",22,,
20210414001137,11012,2021,01437186,365550,OFS,재무제표,IS,손익계산서,영업이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"-5,367,064,132",제 2 기반기,2020.06.01 ~ 2020.08.31,"-195,317,350",26,"-5,367,064,132","-195,317,350"
20210414001137,11012,2021,01437186,365550,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"-4,642,708,972",제 2 기반기,2020.06.01 ~ 2020.08.31,"-191,838,623",28,"-4,642,708,972","-191,838,623"
20210414001137,11012,2021,01437186,365550,OFS,재무제표,IS,손익계산서,당기순이익,제 3 기반기,2020.12.01 ~ 2021.02.28,"-4,642,708,972",제 2 기반기,2020.06.01 ~ 2020.08.31,"-191,838,623",30,"-4,642,708,972","-191,838,623"
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,유동자산,제 2 기반기말,2021.02.28 현재,"7,221,115,201",제 1 기말,2020.11.30 현재,"5,641,489,462",2,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기반기말,2021.02.28 현재,"290,333,402,866",제 1 기말,2020.11.30 현재,"291,166,923,804",4,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,자산총계,제 2 기반기말,2021.02.28 현재,"297,554,518,067",제 1 기말,2020.11.30 현재,"296,808,413,266",6,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,유동부채,제 2 기반기말,2021.02.28 현재,"4,644,687,085",제 1 기말,2020.11.30 현재,"1,948,825,294",8,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기반기말,2021.02.28 현재,"197,619,674,799",제 1 기말,2020.11.30 현재,"197,532,963,175",10,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,부채총계,제 2 기반기말,2021.02.28 현재,"202,264,361,884",제 1 기말,2020.11.30 현재,"199,481,788,469",12,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,자본금,제 2 기반기말,2021.02.28 현재,"20,100,000,000",제 1 기말,2020.11.30 현재,"20,100,000,000",15,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기반기말,2021.02.28 현재,"616,731,386",제 1 기말,2020.11.30 현재,"-775,358,536",19,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,BS,재무상태표,자본총계,제 2 기반기말,2021.02.28 현재,"95,290,156,183",제 1 기말,2020.11.30 현재,"97,326,624,797",22,,
20210414001385,11012,2021,01437292,357250,OFS,재무제표,IS,손익계산서,매출액,제 2 기반기,2020.12.01 ~ 2021.02.28,"2,890,057,686",제 1 기반기,2019.12.12 ~ 2020.05.31,"2,135,540,346",24,"2,890,057,686","2,135,540,346"
20210414001385,11012,2021,01437292,357250,OFS,재무제표,IS,손익계산서,영업이익,제 2 기반기,2020.12.01 ~ 2021.02.28,"1,842,127,923",제 1 기반기,2019.12.12 ~ 2020.05.31,"1,407,906,693",26,"1,842,127,923","1,407,906,693"
20210414001385,11012,2021,01437292,357250,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기반기,2020.12.01 ~ 2021.02.28,"616,731,386",제 1 기반기,2019.12.12 ~ 2020.05.31,"-386,913,833",28,"616,731,386","-386,913,833"
